Longitude,Latitude,Accuracy,Altitude,Time,Easting,Northing
023.7804696,37.9753801,01.9800000,0232.0,2023-02-15T11:44:07.317000,480569.71,4202818.20
023.7804583,37.9753851,01.8160000,0232.0,2023-02-15T11:44:08.318000,480568.72,4202818.76
023.7804468,37.9753882,01.8160000,0233.0,2023-02-15T11:44:09.314000,480567.71,4202819.10
023.7804350,37.9753920,01.8800000,0233.0,2023-02-15T11:44:10.320000,480566.67,4202819.53
023.7804222,37.9753951,01.7800000,0233.0,2023-02-15T11:44:11.321000,480565.55,4202819.87
023.7804090,37.9753973,02.1330000,0232.0,2023-02-15T11:44:12.316000,480564.39,4202820.12
023.7803963,37.9754001,01.8800000,0232.0,2023-02-15T11:44:13.320000,480563.28,4202820.43
023.7803851,37.9754033,01.8160000,0232.0,2023-02-15T11:44:14.313000,480562.29,4202820.79
023.7803727,37.9754069,01.8160000,0232.0,2023-02-15T11:44:15.316000,480561.21,4202821.19
023.7803597,37.9754105,01.8160000,0232.0,2023-02-15T11:44:16.320000,480560.06,4202821.59
023.7803462,37.9754135,01.9800000,0232.0,2023-02-15T11:44:17.323000,480558.88,4202821.93
023.7803344,37.9754173,01.9000000,0232.0,2023-02-15T11:44:18.319000,480557.84,4202822.35
023.7803231,37.9754210,01.9800000,0232.0,2023-02-15T11:44:19.321000,480556.85,4202822.77
023.7803120,37.9754232,01.9800000,0232.0,2023-02-15T11:44:20.324000,480555.88,4202823.01
023.7803003,37.9754259,01.9800000,0232.0,2023-02-15T11:44:21.323000,480554.85,4202823.32
023.7802884,37.9754266,02.3000000,0231.0,2023-02-15T11:44:22.320000,480553.81,4202823.40
023.7802757,37.9754256,01.9800000,0231.0,2023-02-15T11:44:23.318000,480552.69,4202823.29
023.7802620,37.9754266,01.9000000,0230.0,2023-02-15T11:44:24.318000,480551.49,4202823.40
023.7802519,37.9754310,01.9800000,0230.0,2023-02-15T11:44:25.328000,480550.60,4202823.89
023.7802444,37.9754375,01.9000000,0230.0,2023-02-15T11:44:26.321000,480549.94,4202824.61
023.7802332,37.9754440,01.9800000,0231.0,2023-02-15T11:44:27.323000,480548.96,4202825.34
023.7802194,37.9754473,01.9000000,0231.0,2023-02-15T11:44:28.316000,480547.75,4202825.71
023.7802047,37.9754505,01.9800000,0231.0,2023-02-15T11:44:29.319000,480546.46,4202826.07
023.7801901,37.9754539,01.9000000,0232.0,2023-02-15T11:44:30.318000,480545.18,4202826.45
023.7801771,37.9754565,01.9000000,0232.0,2023-02-15T11:44:31.314000,480544.04,4202826.74
023.7801645,37.9754601,01.9000000,0232.0,2023-02-15T11:44:32.317000,480542.93,4202827.14
023.7801535,37.9754636,01.5000000,0231.0,2023-02-15T11:44:33.320000,480541.97,4202827.53
023.7801435,37.9754670,01.5000000,0231.0,2023-02-15T11:44:34.320000,480541.09,4202827.91
023.7801343,37.9754704,01.5000000,0231.0,2023-02-15T11:44:35.321000,480540.28,4202828.29
023.7801253,37.9754731,01.5000000,0231.0,2023-02-15T11:44:36.320000,480539.49,4202828.59
023.7801160,37.9754757,01.9800000,0230.0,2023-02-15T11:44:37.320000,480538.68,4202828.88
023.7801047,37.9754782,01.9800000,0231.0,2023-02-15T11:44:38.326000,480537.69,4202829.16
023.7800916,37.9754801,01.9000000,0231.0,2023-02-15T11:44:39.319000,480536.54,4202829.37
023.7800798,37.9754826,01.9000000,0231.0,2023-02-15T11:44:40.320000,480535.50,4202829.65
023.7800682,37.9754836,01.9800000,0231.0,2023-02-15T11:44:41.328000,480534.48,4202829.77
023.7800570,37.9754834,01.9800000,0231.0,2023-02-15T11:44:42.320000,480533.50,4202829.75
023.7800482,37.9754832,01.9000000,0231.0,2023-02-15T11:44:43.317000,480532.73,4202829.73
023.7800385,37.9754819,01.9800000,0231.0,2023-02-15T11:44:44.320000,480531.87,4202829.58
023.7800267,37.9754794,01.9800000,0230.0,2023-02-15T11:44:45.320000,480530.84,4202829.31
023.7800139,37.9754764,01.9000000,0230.0,2023-02-15T11:44:46.317000,480529.71,4202828.98
023.7800010,37.9754741,02.3000000,0230.0,2023-02-15T11:44:47.320000,480528.58,4202828.73
023.7799913,37.9754725,01.9800000,0230.0,2023-02-15T11:44:48.320000,480527.72,4202828.55
023.7799860,37.9754718,01.9000000,0230.0,2023-02-15T11:44:49.319000,480527.26,4202828.47
023.7799836,37.9754716,01.9800000,0230.0,2023-02-15T11:44:50.322000,480527.05,4202828.45
023.7799832,37.9754719,01.9800000,0230.0,2023-02-15T11:44:51.321000,480527.01,4202828.49
023.7799838,37.9754723,01.9800000,0230.0,2023-02-15T11:44:52.322000,480527.07,4202828.53
023.7799847,37.9754727,01.9000000,0230.0,2023-02-15T11:44:53.320000,480527.15,4202828.57
023.7799855,37.9754730,01.9800000,0230.0,2023-02-15T11:44:54.320000,480527.22,4202828.61
023.7799862,37.9754732,01.9000000,0230.0,2023-02-15T11:44:55.320000,480527.28,4202828.63
023.7799866,37.9754734,01.9000000,0230.0,2023-02-15T11:44:56.319000,480527.31,4202828.65
